1,100004,0.0
1,100007,0.0
1,100048,0.0
1,100077,0.0
2,100048,2.7
2,100981,1.5
2,100146,1.5
2,100399,12.5
4,100399,12.5
4,100048,12.5
4,100972,12.5
5,100048,12.0
5,100983,13.0
5,100926,8.0
5,101235,20.0
6,100048,12.0
621,100004,13.0
622,100048,13.0
622,101111,14.0
622,100964,14.0
